text,label,,
"@Rachmat Gamal˜ gk mungkin gimana.?, penerima ganda itu sering terjadi karena ke mensos pake data tahun berapa pemda tahun berapa.?, tiap bulan data berubah2 sementara kemensos mintanya setaun sekali. sama kek masalah bantuan covid dulu sebelum bu risma, ",1,,
Kesempatan petugas partai buat maling bansos.,0,,
@Eka Dana˜ Kemensos kan sdh menyampaikan untuk pencocokan data. Ternyata yg di minta itu kemensos tidak pernah datang. Sampai kemensos dipandang sdh tidak ada data lagi bantuan turun tahap pertama. Pas tahaf selanjutnya datang susulan data baru dari pemda,1,,
@Veronica Verro˜ seperti nya hrs di ralat itu kata2nya. Petugas partai yg mana ya. Cobalah lebih seger lagi kata2 nya.,0,,
"@Rachmat Gamal˜ ralat gimana toh, ya udah gue do'akan semoga elu jadi pegawai biar elu tau seberapa cepat elu mendata warga.",0,,
@Veronica Verro˜ Jangan percaya ini buzer yang ingin dapat duit dari komentar negatif dan provokatif.,0,,
@Veronica Verro˜ lu buzer disana komen di sini komen.Jangan provokatif lu.Kerja yang bener jangan jadi buzer.,0,,
Hahaha payah lau niss...<U+0001F923><U+0001F923> salah target,1,,
Mantan pendaki gunung .pecinta alam ...tentu hatinya bersih ..jalan terjal .sudah biasa .....semoga sehat bu .....terjang  semua penghalang ..<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>,2,,
Di tmpat gw org nya GK tingal disitu tpi dpt bntuan pdhl orangny udh tingal di daerah lain,0,,
Coba tanyain dulu mas. Itu KK nya masih ikut disitu nggak?,1,,
Kalo orangnya belum cabut KK di tempat situ dan langsung pindah otomatis pasti dapat lagi,1,,
"Rakyat kecil butuh pemimpin seperti ibu Risma selalu tanggap coba di negara indonesia dr perangkat desa sampai pejabat negara di pimpin seperti bu risma tegas dan jujur rakyat indonesia akan makmur, contoh lah para Anggota DPR,MPR seperti ibu risma <U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>,semoga ibu Risma di beri kesehatan dan keselamatan dunia akherat nnt nya amin.!!!!!!!!",2,,
Keliatan yaa kualitas orang cerdas dengan omdo tinggi jauh bedanya.. <U+0001F600><U+0001F600>,0,,
"Anies ini cuma mementingkan kondisi yg kondusif, tidak penting didalamnya banyak tikus dan kukang. Asal gak grasa grusu, semua aman.",0,,
Baru 40 persen?.. <U+0001F914>.. pantesan air hujan tidak 100 persen masuk ke dalam tanah.. <U+0001F631>,0,,
wqaduh waduh waduh mungkin di DP nya cuma 0% jadi gak maksimal,0,,
<U+0001F601><U+0001F602><U+0001F604><U+0001F605><U+0001F606>,1,,
"Namanya juga....
gubernur RUWET...",0,,
"masih menunggu 11 ribu triliun cair , mudahan gak d prank seperti yang 2 triliun , semoga d penjara juga klo emang ngeprank",0,,
Wkwkwkwkwkkk... Masih aje bahas itu.. Ngakak asli,1,,
"ga boleh ke laut broo..tapi ujung""nya laut",1,,
Yg bikin data DKI itu Disdukcapil atau Dinsos dalam hal ini? Kalau masih juga Dinsos ya berarti ini dorama~,1,,
Itu krn formula E kaga jalan broh makanya bru 40% wkwkwk,1,,
@Qwerty Uiop˜ <U+0001F601><U+0001F601><U+0001F601><U+0001F923><U+0001F92A>,1,,
"@apokarin˜ prank ga rugikan orang..
Kl data ganda gimana?",0,,
Kurusan bu risma.. moga sehat bu,2,,
buk ibuk ni mentri khusus pulau jawa aja ya <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>,1,,
Paling jg ada kesalahan dlm input data...saya tdk tau soal itu wkwkwkw,0,,
"Kalo memang paham segera singkronkan data dan putuskan, jangan nanti dianggap orang kalian cuma bisa menjadikan persoalan alasan untuk menunda-nunda pekerjaan.",2,,
"40% itu data real, 60% data fiktif, jadi tidak bisa diverifikasi.",0,,
saling obral borok di media... <U+0001F602><U+0001F602>,0,,
Saya warga kelurahan kebon batur kec.mranggen demak selama pemerintahan sby sampai skrg blm pernah dpt bantuan apapun dr pemerintah bahkan bkn hanya saya banyak tetangga yg janda anak 3 dan orang lansia blm pernah mendapatkan bantuan apapun...silahkan di cek bu Risma,0,,
Lapor pak Lurah,1,,
Pemdanya ngapain?,1,,
Ada rt ada lurah ada camat ada bupati dan gubernur sedangkan pusat hanya mem verifikasi data  yang sudah di laporkan pemda,1,,
Semangat banget kompas beritain kalo yg salah pemprov DKI....hhhmmm,0,,
Andai bu Risma yg sejak awal di tunjuk jd mentri sosial .mungkin tdk akan jd carut marut mslh penyaluran bansos .,1,,
waktu itu kan masih jabat walikota sby beliau dan gak mau ninggalin sby sebelum masa tugasnya habis,1,,
atau malah babak belur,0,,
"@Papa Kanaya˜ 
BERKACALAH pada diriMU SENDIRI

Dari ZAMAN kuda gigit besi(delman)
Sampe skrg kudanya ud jadi BESI(motor)
AKTE, bayar
KK, bayar
PABRIK, bayar
PNS, bayar
POLISI, bayar
JABATAN, bayar
( REAL d FAKTA, tanyakan Teman tetangga saudara",0,,
"Maling bansosnya sesama petugas partai, apapun merek Hpnya mesinnya tetep made in china.",0,,
@Veronica Verro˜ Termasuk hp kamu ya,1,,
"@Veronica Verro˜ 
KORUPSI CENTURY, HAMBALANG, BANSOS DKI, FORMUAL E, DP 0 RP KENAPA ENTE GAK TANYAKAN???",0,,
"@WEN GAYO UNITED˜ century dan hambalang pelakunya dah dapat hukuman semua, formula E dan DP 0% KPK aja ga ngeributin.",1,,
"@Veronica Verro˜ 
BELUM... TINGGAL IBAS DAN SBY BELUM TANGGUNG JAWAB... NAZARUDDIN BICARA BAHWA SI IBAS & SBY PELAKU UTAMA CENTURY DAN HAMBALANG!!! 
KPK MASIH PROSES PENYELIDIKAN TERSANGKA UTAMA UNTUK DP 0 PERSEN TERKAIT LAHAN... TERMASUK FORMULA JUGA D",0,,
"@WEN GAYO UNITED˜ segera aja, kelamaan bisa impoten kpknya nyari salahnya orang bersih, susah dicari salahnya.",0,,
"@Veronica Verro˜ 
SI NOPEL IMPOTEN GAK BERANI NANGKEPIN SODARA NYA... TAKUT YA GAK DAPET CUAN<U+0001F92D><U+0001F923><U+0001F923><U+0001F923>",0,,
"ya kn duta kelebihan nasional <U+0001F602>
tak heran data pun berganda",0,,
"dimata partai yg satu itu, Anies selalu salah, partai baru kencur kemarin juga ikut2n gak ada Anies gak ada bahan sensai. Luar biasa byk sekali pahalanya pak Anies..",0,,
"Formula E juga tolong dibantu bu, kasihan sepertinya ""kurang"" pelicinnya",0,,
"Pantes banyak yg ga dapet ternyata oh ternyata

Ngapain aja pemprov dki selama ini

Yg disalahkan malah pusat dan mensos<U+0001F612>",0,,
"Mantap Bu Risma, kerja nyata, super cepat <U+0001F44D><U+0001F44D> Yg lambat2 mundur ajalah <U+0001F604>",2,,
"Kalau data di Dinsos yg amburadul, tanggung jawab siapa..?",0,,
Staf dari kementerian bisa turun ke DKI bantu perbaikan data....???  Kasihan yah DKI.... Hehehe,0,,
Numpang ketawa aja deh haha,1,,
"Pak gub ?playing victim?, kroscek dan sinkronisasi data ini selesai klo ada koordinasi antara daerah dan pusat jadi ga perlu saling rame di ranah publik.",0,,
"Transparansi data, itulah kunci permasalahan di DKI, izin buka bukaan.....bosqu..",0,,
Gub takut.....kedoknya terbuka..<U+0001F605>,0,,
"Nanya dong, data Bansos daerah yg digunakan itu dari Dinsos, Capil atau Statistik ya? Kalau dari Dinsos berarti ibu ini sedang main drama lagi <U+0001F644>",0,,
"Abas kmn aja ,apa masih sok  selpi di kuburan  <U+0001F644><U+0001F644>",1,,
lagi ngangon harimau diragunan lagi kena coved,0,,
@Ambo Upe˜ apa sdh di sweb tuh harimau nya,1,,
memang dari awal dki semenjak di pimpin anies jadi kacau ..terutama warga nya yang jadi korban...semoga lekas mendapat kan hidayah saja lah agar ke depan nya tidak makin memburuk untuk dki,0,,
"Bu Risma mantap ,maju terus tu memperbaiki Data ,D K I , ibukota serba Canggih gimana , perbaikan Datanya lambat, Gubernurnya mana kerjanya,",0,,
"Ngapain aja kerjanya kalau gitu, mana warga DKI yang ketipu, pelajaran bagus buat pemimpin Daerah.",0,,
Duit fee Formula E yg 980 milyar ditarik lagi udah gak bisa ya? Kan lumayan tuh klo dibagi2 kan ke rakyat kecil yg terdampak pandemi..,0,,
BACA BERITA MAKANYA BOSSSS,1,,
"@jonathan flranklin˜  brita apa ? uda jelas dana ny masi nyangkut smpe skrg, dan 2022 dki ga ada dlm daftar resmi formula e ny",0,,
@Voritec IT Solutions˜ DITUNDA...BUKAN BAYAR DUIT PANJER TRS ILANG DUIT NYA,0,,
"@CITY TRAVELING˜ eh duid 1 T lbh ud brp taon di mreka ? mending di tarik buat bantuan rakyat, taon 2022 jg dki ga ada dlm daftar formula e resmi ny, anis uda ga jabat, dan ms terus, baru jd gub aja uda warisin utang.. monas uda di gundulin, pohon ny ngila",0,,
"@Voritec IT Solutions˜ ngaco ngecat mana ratusan M? Makanya baca berita jangan judul doang, formula e akan diadakan kembali setelah pandemi usai...",0,,
"@CITY TRAVELING˜ ˜@CITY TRAVELING˜ segitu penting balapan ga jelas ? klo mau edukasi mobil listrik, ya edukasi aja dr pengadaan mobil listrik murah buat rakyat, drpd d buang2 buat event cm itungan hari, di indo jg ga ada pembalap ny, cuman acara buat org ",0,,
Biasalah Mr. Klaim memang begitu,0,,
"Intinya jika ingin dapat bantuan harus punya data diri, jika gk punya KTP tdk dapat bantuan",0,,
"Pantesan banyak warga yg butuhkn blm dapat,ini toh kerja nya pemprov???...!!!,aneh nya data selalu  tdk valid,lantas data"" yg lalu kmn?.Klw mau di perbarui kn tinggal buka data base nya lalu di searching/screening mana yg di tambah dan mana yg di hapus ( meninggal,pindah penduduk,kehidupan sdh layak dll ).Asal jng buat cari cela aja.",0,,
"Bongkar bu risma, anda the best <U+0001F44D>",1,,
Bongkar apanya?,1,,
Bongkar pencitraan Si Rizma,0,,
@Fish hunter˜ ketika orang bekerja dengan benar kamu bilang pencitraan.. kalo orang kerja nya gak benar lalu kamu bilang apa.. tercatat sudah kelebihan bayar 4kali yg terakhir 800jt lebih.. lalu kamu bilang dong ketololan <U+0001F602><U+0001F602><U+0001F6,0,,
"@Sunarto Narto˜ ˜ Nah, orang kaya kamu yang kemakan Pencitraan, itu yang disebut KETOLOLAN. <U+0001F601><U+0001F601><U+0001F602>
Makanya jangan kebanyakan nonton Sinetron atau Drakor, otak lu jadi gampang dibodohi dengan PENCITRAAN.<U+0001F60E>",0,,
Bongkar apanya... gorong2,0,,
@Abah Anom Chennel˜ bongkar pasang trotoar <U+0001F602><U+0001F602><U+0001F602>lalu tebang pohon Monas dan formula E yg tidak ada juntrungannya <U+0001F602><U+0001F602><U+0001F602>,0,,
Yaa begitulah gaberner...<U+0001F609>,1,,
"Maunya anies nyerang bu risma soal bansos, eehhh malah kena serang balik<U+0001F602><U+0001F602><U+0001F602>
Warga dki nunggu bansos datanya belum kelar2 ngapain aja pemda DKI",0,,
Pada onani brooooo<U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>,0,,
"Logikanya kalau Perbaikan data lambat kan seharusnya data penerima justru lebih sedikit dari seharusnya, bukan justru ganda. 
Mikir keras gue",0,,
Bu mentri data saya ada di kemensos tapi saya tidak dapat undangan dari desa untuk mengambil bst  saya sudah di kantor desa tapi g ada jawaban yang baik  mohon info dari yang berwenang <U+0001F64F>,1,,
Lapor aja ke dinsos daerah dulu,1,,
Indonesia mmg lemah di soal data. Tapi anehnya pandemic covid juga pake data...,1,,
Pemda-nya yang update dong... data dr RT dan RW di perbaiki..,0,,
Namanya aja system elektronik tp amburadul... yg pinter banyak yg jujur sedikit,0,,
hajar terus bu..klo lbih mantap sampe ke dedengkot ny dki..,0,,
Mantan walikota tapi pemikirannya jalan .agar dana benar2 sampai target sasaran.,1,,
PT Pos....pancen oye.....lewat kantorpos aja Bu......dari dulu juga selalu PT Pos yg menyalurkan BLT....,0,,
"Buat memvalidasi data doang, itu kementrian udah dibekali duit 1.3 Triliun (1300 milliar), jumlah segitu kalau ga Ada hasil nya mending di jadikan Dana bansos aja dari pada validasi tapi ga kelar kelar",0,,
"bansos itu bikin susah doang, udah buka semua tanpa aturan apapun. biar yg peduli kesehataan tetep idup dan yg ga peduli bolh modar. biar alam yg seleksi",0,,
Klo daerah laen gmn bu ? Kok blom rata juga ?,1,,
"""Intinya mah seiman"" jargon jargon yg sering kita dengar <U+0001F602><U+0001F602>",1,,
"Mw bener mw gak.
Sing penting seiman",1,,
"YA IYA DONG, APELO APELO",1,,
@jonathan flranklin˜ terus mana pemujanya ? Giliran junjungannya begini kok mereka nggak nongol? Harusnya nongol dan ikut nimbrung dong <U+0001F602>,1,,
"Itulah kelakuan Mr. Klaim, entahlah manusia yang bernama anis ini memang bodoh atau memang nggak bisa kerja",0,,
Ingat menteri sosial yg korupsi bansos nyindir Anies nggak tahunya maling <U+0001F602><U+0001F602><U+0001F602>,0,,
"@Aku Mah Apa Atu˜ malingnya nggak segan2 lagi ah, 
Dana untuk pembuatan sirkuit formula-E aja nggak tau kemana naronya <U+0001F644><U+0001F914>",0,,
"@Ade Ipras˜ BLBI,e KTP julukan partai terkorup tapi ngakunya partai wong cilik <U+0001F600><U+0001F602><U+0001F602>",0,,
@Aku Mah Apa Atu˜ apalagi sering kelebihan bayar,0,,
"Betul ibu Risma menbenai bansos se Indonesia  ,ibu Risma itu orang jujur,teruskan",2,,
Cocok jadi pengawas yg kerjanya marah marah terus sampai tampangnya kelihatan angker tdk ada kelembutan sm skl. <U+0001F479><U+0001F47A><U+0001F4A9>,2,,
Risman cocoknya pemain Drakor perfilman Indonesia <U+0001F602><U+0001F602><U+0001F602>,1,,
"Kalo ada yg memuji Risma, kaum pendengki kepanasan",1,,
"@rukmini norman˜ mendingan kliatan angker tapi jujur,,
Daripada kliatan lembut tpi bloon gak bisa kerja kebanyakan pencitraan kya gaberner jkrt noh liat.dan banyak uang DKI yg gak jelas alirannya kemana",0,,
"@rukmini norman˜ MALING MALING UANG RAKYAT

masih merasa/ BERHALUSINASI
bahwa ZAMAN INI!!!

ZAMAN PRIMITIF?
apa ZAMAN kuda GIGIT besi??
Atau ZAMAN surat menyurat???

Hanya bermodalkan KATA KATA...
rakyat langsung PERCAYA!

ZAMAN ud CANGGIH bro",0,,
Love u Bu Risma.,2,,
"@<U+300E>MR<U+0E5B><U+30C4> Akal Sehat˜ risman nama bapak lu ya
<U+0001F600><U+0001F600><U+0001F600>",0,,
@rukmini norman˜ utk Iblis yg ngacoh harus begitu.. masa di elus2.. koplak ah..,0,,
"@<U+300E>MR<U+0E5B><U+30C4> Akal Sehat˜ 
DRAKOR FILM SEEKOR HARIMAU KENA COVID-19 DI RAGUNAN DIJUNJUNGI WAN BLOON<U+0001F92D><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>",0,,
@WEN GAYO UNITED˜ Drakor Korupsi Bansos kali.lupa y,0,,
Iyh usut terus ibu rismaa tetap sehat selaluuibuu,0,,
Gak papa ganda dari pada uwangnya buat permula wan yg terbuang cuma cama hampir 1 t itu uwang dasar wan abut cuman bisa ngomong doank,0,,
Bu Risma <U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB>,1,,
Dari awal bln 2021 sampai sekarang bln agustus 2021 gak pernah dpt bansos maupun bantuan lainya dari pemerintah RI,0,,
Bu Risma cocok jadi ketua KPK saya dukung 100%,2,,
Rakyatnya.. Dibiarkan untuk pencitraan... Geblek,0,,
ga aneh bu Risma inilah dki sekarang,0,,
Kompas editornya ganti dong jgn musik rock mulu,1,,
"Ciyeeee,.. yang Horny pengen ke DKI 1",0,,
"Maju terus bu Risma, semoga semakin byk bu  Risma2 yg lain rakyat pasti dukung",2,,
"Saya warga dki kk sama ektp dki kenapa tidak pernah dapat merasakan bansos,  dari bansos yang pertama sampai bansos yang sekarang",0,,
"drama politik jgn diseriusin, sampe bawa2 nasib, hidup mati , siapapun calonnya gak bakal ikut layatan, tahlilan",0,,
"Anies memang betul,karena cerdas
Mensos itu otaknya tumpul sana-sini pesta massal bansos dgn sekutu""nya",0,,
"Adu data dengan bu Risma .. , apalagi sekarang NIK sdh link dng aset pemilik NIK , lewat Pajak Bumi Bangunan dll, sepertinya Pemprov yg harus berbenah..",0,,
Knpa cumn d sindr  percuma klw seperti GBR Anis itu orang g punya mlu maklum ayt menjadi myt sunatuloh x sy rkyt biasa Selma ada GBR Anis mliht mukanya udh empt  itu GBR tukng bohng pengrusk aturan tata kota DKI bikn smawrut  bnyk jln d bongkar pasang mbuang 2 uang negara g bikn baik tambh Rusk d bikin sempit pohon dtebng itu GBR paling licik pintar ngeles  klw d teruskn DKI mau jdi apa ini anggaran APBD DKI dsb itu kasus mereka bukn sdkit uang rakyat yg d korupsi lem Aibon itu buat nglim congor nya x syng sx KPK sampai sekarang blm jg ada respon untuk nangkap GBR pekok ini ya  klo bukti sudh bnyk jelas aset yg mereka dpt korupsi segra d sita tapi jgn salh termsuk klrg nya yg d tetipin uang korupsi nya jg d ungkpkn klo orang licik pasti g d simpan atasnma Anis sendri yg sudh 2 ke klrg nya  masing 2 itu segra d gledah  disita jg,0,,
awas mendadak setruk... <U+0001F601><U+0001F601><U+0001F601>,0,,
"Gini kalau BOCAH PAUD main sosmed, ngetik aja belepotan sama kayak make bedak <U+0001F618>",0,,
Nulis apa c <U+0001F602>,1,,
Klo gubenur Anies msalah bntuan lngsung gass...<U+0001F602>,1,,
si Anies mau cari celah buat nilep dana bansos buat modal dana pilgub atau pilpres serta berbakti kepada partai yang mengangkat namanya .,0,,
"Gubernur vs walikota
Mensos vs Gubernur
Mantap...dikala seperti ini masih aja kurang koordinasi, saling menyalahkan. Politik.<U+0001F923>",0,,
"padahal rakya perlu yg sinergi, bukan yang saling nyindir",0,,
"Bukan nya urusin rakyat DKI yg perlu perhatian dan juga bantuan, ini malah ngurusin Mentri yg jelas2 kerja nya nyata dari pada diri nyaaa... Pemda model begini koq masih di piara.",2,,
"Kita yg sdh punya ATM DKI knp kmrn bantuan bansos via kantor pos dan ambil nya tunai , buat apa sdh capek2 buat sampe antri panjang urus2 nya skrg malah ambil bansos nya tunai . Mohon bantuan tunai di kembalikan lagi aja ke yg dulu yaitu via ATM <U+0001F64F>",0,,
apakah benar minta bantuan ember dan gayung lagi ??,0,,
Mantap bu,2,,
"Hebat ya anies org jenius, pintar kerja keras pagi siang malam lanjut subuh",2,,
Ya hebat omdonya.. Hebat gobloknya..,0,,
Hebat kerja nya hasilnya 0 besar,0,,
"Klo kerja malah amburadul, mending diem di rmh ga ngapa2 in anies",0,,
"gubenurnya sibuk sidak ke kuburan dan ke ragunan, wkkk...wkkk...wkkk...",0,,
Semangat Bu risma,2,,
....saat aku paling jujur kok kamu serius meninggalkan ku,1,,
"wajar lah klo dki, yg di survei gubnya tu kuburan yg dah gak butuh bansos sih!!! sekali2nya yg hidup  malah macan ragunan yg gak butuh duitnya juga!!!!",0,,
Madura Bu Risma datangin DKI pasti yg ngurus UD byk,1,,
Bakalan Ndak dapet ni yang dukung dia kemarin. Rame lagi jalan2<U+0001F602><U+0001F602>,1,,
"D kampung saya,,,yg kaya aja yg dapat,,atau yg lebih dekat sama pemerintah,,,,yg susah tambah susah",0,,
Bagi bapak Gubernur yg salah selalu di hulu. Pdhl di hilir udeh mo tenggelem gak di-urusin... <U+0001F637> <U+0001F1EE><U+0001F1E9><U+270C><U+FE0F>,0,,
"Kebanyakan data siluman barangkali, jadi buat benerinnya ya butuh waktu lebih lama bu..",0,,
yakin mau NEW NORMAL ??????,0,,
Kompas cuma ga berimbang mau nya pro sama ...,0,,
"Nope, Bu Risma ga nyindir kok. Itu jawaban nya bener, dijawab baik baik kok. Tolong ya media, jangan bikin narasi yg bisa memecah belah opini masyarakat...untung saya liat dulu video nya",2,,
"emang gitu. klo ga gitu nanti yg nonton dikit, media rugi",1,,
Saya warga dki aman2 aja dapet teruss,1,,
Yg belum dapet banyak.. gara2 Gab ngasih data ngawur jadi tertunda..,0,,
Wowww gimana ini kerjaannya,1,,
"Saya ngga ngerti deh, masak DKI punya bank namanya bank Dki tapi untuk buka rekening baru butuh proses 1 sampai 1 setengah bulan. Bagaimana ya.. padahal buat bantu rakyat DKI sendiri masih segitu sulitnya birokrasi nya. Jujur saya ngga ngerti maksudnya apa?. Mudah2an masyarakat Jakarta lebih cepat menerima bansosnya karena rakyat kecil dan menengah udah terasa banget dampaknya. Saya ikut prihatin.",0,,
Mungkin feenya gk nutup atau gk ada fernya wong cair langsung ditarik semua saldonya 0,0,,
"Kan bukan cuma Bank DKI, Bank lain juga gitu artinya memang sudah prosedur pencairan dari Bank begitu.",0,,
@Hafidz Fadilloh˜ lah itu bank bumn bisa,0,,
@Nur Safei˜ bank mana? Sebutkan! Karena akhirnya bu Risma menyalurkan lewat PT. POS,1,,
Ppkm lanjut ga ya kawan?,1,,
Bu Risma klo bicara tanpa basa basi.. hancurkan kemunafikan di negeri ini.. mantap bu mensos..,1,,
Risma gugup... <U+0001F923>,1,,
11.000 T uang udah dalam kantong yang di swis semoga di cairkan,1,,
Ngeyel pngen jd gubernur jakarta...data yg ada di papua gak dibahas bu??,1,,
"Tolonglah pak dlenteng agung jln taher RT 03/05 bansos uang ga ada tunai pun ga ada,,ga merata pak
.",1,,
BANK DKI????? Wkwkwkwk,1,,
"Anis itu pasti terlibat korupsi bansos..
Nggak mungkin dya nggak tau tentang korupsi bansos...",0,,
Korupsi Bansos PDIP maksudnya? <U+0001F602>,1,,
"Padahal Anies ngirimnya surat, resmi. Malah dijawab pakai sindiran. Tata negara yang tertib ini mestinya gimana sih? Menteri minta komunikasi, kan surat itu komunikasi. Apa lagi?",1,,
Perbaikannya bulan apa hayo Buk yg jelas wakaka 40% itu bulan apa sekarang bulan apa,1,,
"Lah di tempat sya ajah suami istri bisa dpt bantuan semua,ada yg dobel2",0,,
Kapan emak ku dapet bantuan bu bu,1,,
"Saya sudah 2tahun ktp & kk DKI tetapi belum pernah mendapat Bansos,BLT dsb,,pedahal saya ngarep banget bu,dapat bantuan dari pemerintah,apalagi saya cuman buruh pabrik  harus bayar kontrakan dan biaya hidup.",0,,
ANIES LENGSER SIAP SIAP KPK MENERJANG,0,,
"Juliari batubara...
Harun masiku...<U+0001F3C3><U+0001F3C3><U+0001F3C3>",0,,
"Lu bayangin aja di kamar mandi die2 orang bro.. kalo udah keluar kan puas ente.. Wakakakkkk.. kasian amat lu.. lagi bahas apa, die bahas apa..",1,,
"Ktp saya Jakarta Utara,saya domisili kab Bogor,kc.cilengsi.tpi nga pernah saya terima bantuan.dimanakah kerjaan ini?",1,,
Bingung sama wan aibon..data2 masyarakat dki ngk pernah di update..kemane aje wan selama ini<U+0001F974><U+0001F974><U+0001F974>,0,,
Intinya Anis gak bisa kerja bisanya bicara <U+0001F602><U+0001F618><U+0001F618><U+0001F602>,0,,
Ngerjain data maksud lo? Emang Risma yg revisi data Bansos? Guoblok tenan~,0,,
"Si asma berulah lagi dan cari muka lagi  
Sehat sll pak anies",2,,
Pake nangis dong Bu biar meyakinkan klo ibu itu pandai akting wkwk,0,,
Akting??? Et dah ....,0,,
"Ini kayak anak SD bertanya sama ibu guru.
Gubernur tempe.",0,,
"Suka suka Anis aja,  bentar lagi juga masuk SEL..sama KPK",0,,
"Ko msh ada aj data ganda. Itu kesalahan perangkat"" desa yg gk pernah sensus penduduk yg miskin dan yg kaya. Sprtinya data penduduk DKI bnyk yg ganda.",0,,
"darikmaren jg dia untouchable , kpk mana brani ama dia",1,,
Wan tilep bisa kerja apa? Semangat ya Ibu Risma,2,,
Oohh yg kerja SK mrah2 yh..jkrta udh beda GK ky jaman ahok,0,,
Cek bansos daerah jawa Madiun ada yg gak adil kasihan mereka orang2 kecil,1,,
"Maaf, data yg masuk ke kementrian sosial bukannya dari daerah masing2 ??
Seharusnya kepala daerah yg membenahi datanya, sbb yg lbh tau warganya kan kepala daerah bukan kementrian sosial bukan menyakahkan kementrian soaial
Piye jal gub ??",1,,
Keliatan yg mana kerja nyata & kerja kata kata,1,,
"Apalah kerja pemda dki, bisa ada data ganda, kemensos menyalurkan bantuan berdasarkan data dari pemda setempat",0,,
Lumayan buat ladang korupsi pejabat begitu kerjaan 62+ kerjaan pejabat pemda ga dijakarta kota lain sama amburadul cermin buruk kinerja pejabat KKN tetap ada sampai kiamat,0,,
Gubernur e masih tidur<U+0001F634><U+0001F4A4>,0,,
"Ibu kota aja lambat...!!! Gmn pelosok wilayah Indonesia dan pulau"" kecil.
Jawab pak Anis...
Kasih jawaban yg benar sama Bu Risma kendalanya.",0,,
"Kemarin ada heboh data vaksin KTP ganda, skrg heboh data u/ penerima bantuan, sebelumnya ini pengurusan data nya gimana DKI amburadul dong klo smpe ganda bagitu perlu diusut klo gak bener gak beres sikat aja bu risma   .",2,,
Pamer kan terus ke tidak akuran kalian.. Tetap rakyat kelaparan yang jadi korban,0,,
"Negara besar percuma makanya di olimpiade baru dpt 1 emas saja sdh teriak2,kalo ada turnamen koruptor dan turnamen fitnah insya allah indonesia juara umum,,,,",0,,
Awas bu nanti di serang kadron lo<U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D>,0,,
Ayo bu marah2 lagi ... Bukan Bu Risma klo gak marah2 ...,1,,
Wkwkwkwkkwkwkwkwkwkwkwkk ANIES URAT MALUNYA dmana ya?<U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D><U+0001F92D>,1,,
dia lagi sibuk merangkai KATA bu gak sempet memperbaiki DATA....,1,,
"Media selalu menggiring opini permusuhan,, padahal meraka harusnya diarahkn untuk saling bersinergi dalam bekerja",1,,
Wong gubernurnya ga cek kelapangan..cuma bisa teori...,0,,
"Trus menurut lo Risma udah ke lapangan? Dari Sabang-Meurake, Miangas-Pulau Rote??? <U+0001F923><U+0001F923><U+0001F923>",0,,
Sesama pejabat hrsnya saling dukung bukan saling hujat dosa lho sm rakyat,0,,
Semoga pak Anies selalu dalam Lindungan Allah Ta'ala.. Aamiin,2,,
"Anis wkkwk uang bayar lebih,kalau gak ketauan ya masuk kocek,kalau ketauan mah bilang salah edit<U+0001F923>",0,,
"Yang diberibantuan yang apa ya bu, sy punya warung makan akhirnya tutup dan karyawan nganggur  apa bisa minta bantuan bu caranya gimna? Terimakasih",1,,
"Lu punya motor punya emas kgk ,,,kalo punya jangan ngemis dong,,di penjuru dunia sama nasib nya kaya lu semua tutup semua gulung tikar tinggal lu aja cari  cara nya bisa bertahan ,,,di kasih tangan kaki sama Allah ya di gunakan jangan ngemis",1,,
"Alhamdulillah saya masih bisa hidup layak, pertanyaan saya mewakili orang orang yang senasib dengan saya, andaikan saya tau caranya saya suruh orang orang sekitar saya untuk mengajukan.  Alhamdulillah saya bukan jiwa pengemis saya punya warung gratis silahkan lihat channel youtube saya. Dan hari jumat saya masih bisa untuk masak bagi bagi nasi Box.",2,,
"@Pawon Bu Nurul˜ ya udah diem kalo gitu beres kan,,,mending lakuin aja kebaikan lu dari pada komen hate gak jelas malu",0,,
Ini bkn perintah anies tp perintah luhut kl anies yg nangani tdk akn sperti ini bnyak org yg terpapar dan tambahnya kemiskinan,1,,
"Dki autopilot, apa2 pusat yg turun!!!",0,,
DKI LG ATUR GMN CARANYA BIAR TTP PUNYA DATA GANDA BIAR SI GUBERNUR SAMA KELOMPOKNYA BISA RAMPOK..!!!,0,,
Itu melawan sunatuloh . Tapi aneh yah masih menjabat,0,,
Kami lebih percaya pk anies drpd risma..,1,,
